,S_no,Date,Country,State,Confirmed,Recovered,Deaths,As_Of_Date
291,5.0,2020-04-05,India,Jharkhand,3,0.0,0.0,Hist Update: 10th Apr 2020
292,6.0,2020-04-06,India,Jharkhand,4,0.0,0.0,Hist Update: 10th Apr 2020
293,7.0,2020-04-07,India,Jharkhand,4,0.0,0.0,Hist Update: 10th Apr 2020
294,8.0,2020-04-08,India,Jharkhand,4,0.0,0.0,Hist Update: 10th Apr 2020
295,9.0,2020-04-09,India,Jharkhand,13,0.0,0.0,Hist Update: 10th Apr 2020
296,1.0,2020-03-09,India,Karnataka,1,0.0,0.0,Hist Update: 10th Apr 2020
297,2.0,2020-03-10,India,Karnataka,4,0.0,0.0,Hist Update: 10th Apr 2020
298,3.0,2020-03-11,India,Karnataka,4,0.0,0.0,Hist Update: 10th Apr 2020
299,4.0,2020-03-12,India,Karnataka,4,0.0,0.0,Hist Update: 10th Apr 2020
300,5.0,2020-03-13,India,Karnataka,6,0.0,1.0,Hist Update: 10th Apr 2020
301,6.0,2020-03-14,India,Karnataka,6,0.0,1.0,Hist Update: 10th Apr 2020
302,7.0,2020-03-15,India,Karnataka,6,0.0,1.0,Hist Update: 10th Apr 2020
303,8.0,2020-03-16,India,Karnataka,6,0.0,1.0,Hist Update: 10th Apr 2020
304,9.0,2020-03-17,India,Karnataka,11,0.0,1.0,Hist Update: 10th Apr 2020
305,10.0,2020-03-18,India,Karnataka,11,0.0,1.0,Hist Update: 10th Apr 2020
306,11.0,2020-03-19,India,Karnataka,14,0.0,1.0,Hist Update: 10th Apr 2020
307,12.0,2020-03-20,India,Karnataka,15,1.0,1.0,Hist Update: 10th Apr 2020
308,13.0,2020-03-21,India,Karnataka,15,1.0,1.0,Hist Update: 10th Apr 2020
309,14.0,2020-03-22,India,Karnataka,26,2.0,1.0,Hist Update: 10th Apr 2020
310,15.0,2020-03-23,India,Karnataka,33,2.0,1.0,Hist Update: 10th Apr 2020
311,16.0,2020-03-24,India,Karnataka,37,3.0,1.0,Hist Update: 10th Apr 2020
312,17.0,2020-03-25,India,Karnataka,41,3.0,1.0,Hist Update: 10th Apr 2020
313,18.0,2020-03-26,India,Karnataka,55,3.0,2.0,Hist Update: 10th Apr 2020
314,19.0,2020-03-27,India,Karnataka,55,3.0,2.0,Hist Update: 10th Apr 2020
315,20.0,2020-03-28,India,Karnataka,55,3.0,2.0,Hist Update: 10th Apr 2020
316,21.0,2020-03-29,India,Karnataka,76,5.0,3.0,Hist Update: 10th Apr 2020
317,22.0,2020-03-30,India,Karnataka,83,5.0,3.0,Hist Update: 10th Apr 2020
318,23.0,2020-03-31,India,Karnataka,83,5.0,3.0,Hist Update: 10th Apr 2020
319,24.0,2020-04-01,India,Karnataka,101,8.0,3.0,Hist Update: 10th Apr 2020
320,25.0,2020-04-02,India,Karnataka,110,9.0,3.0,Hist Update: 10th Apr 2020
321,26.0,2020-04-03,India,Karnataka,124,10.0,3.0,Hist Update: 10th Apr 2020
322,27.0,2020-04-04,India,Karnataka,128,12.0,3.0,Hist Update: 10th Apr 2020
323,28.0,2020-04-05,India,Karnataka,144,12.0,4.0,Hist Update: 10th Apr 2020
324,29.0,2020-04-06,India,Karnataka,151,12.0,4.0,Hist Update: 10th Apr 2020
325,30.0,2020-04-07,India,Karnataka,175,25.0,4.0,Hist Update: 10th Apr 2020
326,31.0,2020-04-08,India,Karnataka,175,25.0,4.0,Hist Update: 10th Apr 2020
327,32.0,2020-04-09,India,Karnataka,181,28.0,5.0,Hist Update: 10th Apr 2020
328,1.0,2020-01-30,India,Kerala,1,0.0,0.0,Hist Update: 10th Apr 2020
329,2.0,2020-01-31,India,Kerala,1,0.0,0.0,Hist Update: 10th Apr 2020
330,3.0,2020-02-01,India,Kerala,2,0.0,0.0,Hist Update: 10th Apr 2020
331,4.0,2020-02-02,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
332,5.0,2020-02-03,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
333,6.0,2020-02-04,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
334,7.0,2020-02-05,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
335,8.0,2020-02-06,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
336,9.0,2020-02-07,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
337,10.0,2020-02-08,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
338,11.0,2020-02-09,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
339,12.0,2020-02-10,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
340,13.0,2020-02-11,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
341,14.0,2020-02-12,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
342,15.0,2020-02-13,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
343,16.0,2020-02-14,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
344,17.0,2020-02-15,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
345,18.0,2020-02-16,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
346,19.0,2020-02-17,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
347,20.0,2020-02-18,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
348,21.0,2020-02-19,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
349,22.0,2020-02-20,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
350,23.0,2020-02-21,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
351,24.0,2020-02-22,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
352,25.0,2020-02-23,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
353,26.0,2020-02-24,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
354,27.0,2020-02-25,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
355,28.0,2020-02-26,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
356,29.0,2020-02-27,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
357,30.0,2020-02-28,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
358,31.0,2020-02-29,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
359,32.0,2020-03-01,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
360,33.0,2020-03-02,India,Kerala,3,0.0,0.0,Hist Update: 10th Apr 2020
361,34.0,2020-03-03,India,Kerala,3,3.0,0.0,Hist Update: 10th Apr 2020
362,35.0,2020-03-04,India,Kerala,3,3.0,0.0,Hist Update: 10th Apr 2020
363,36.0,2020-03-05,India,Kerala,3,3.0,0.0,Hist Update: 10th Apr 2020
364,37.0,2020-03-06,India,Kerala,3,3.0,0.0,Hist Update: 10th Apr 2020
365,38.0,2020-03-07,India,Kerala,3,3.0,0.0,Hist Update: 10th Apr 2020
366,39.0,2020-03-08,India,Kerala,8,3.0,0.0,Hist Update: 10th Apr 2020
367,40.0,2020-03-09,India,Kerala,9,3.0,0.0,Hist Update: 10th Apr 2020
368,41.0,2020-03-10,India,Kerala,15,3.0,0.0,Hist Update: 10th Apr 2020
369,42.0,2020-03-11,India,Kerala,17,3.0,0.0,Hist Update: 10th Apr 2020
370,43.0,2020-03-12,India,Kerala,17,3.0,0.0,Hist Update: 10th Apr 2020
371,44.0,2020-03-13,India,Kerala,19,3.0,0.0,Hist Update: 10th Apr 2020
372,45.0,2020-03-14,India,Kerala,19,3.0,0.0,Hist Update: 10th Apr 2020
373,46.0,2020-03-15,India,Kerala,22,3.0,0.0,Hist Update: 10th Apr 2020
374,47.0,2020-03-16,India,Kerala,23,3.0,0.0,Hist Update: 10th Apr 2020
375,48.0,2020-03-17,India,Kerala,26,3.0,0.0,Hist Update: 10th Apr 2020
376,49.0,2020-03-18,India,Kerala,27,3.0,0.0,Hist Update: 10th Apr 2020
377,50.0,2020-03-19,India,Kerala,27,3.0,0.0,Hist Update: 10th Apr 2020
378,51.0,2020-03-20,India,Kerala,28,3.0,0.0,Hist Update: 10th Apr 2020
379,52.0,2020-03-21,India,Kerala,40,3.0,0.0,Hist Update: 10th Apr 2020
380,53.0,2020-03-22,India,Kerala,52,3.0,0.0,Hist Update: 10th Apr 2020
381,54.0,2020-03-23,India,Kerala,67,3.0,0.0,Hist Update: 10th Apr 2020
382,55.0,2020-03-24,India,Kerala,95,4.0,0.0,Hist Update: 10th Apr 2020
383,56.0,2020-03-25,India,Kerala,109,4.0,0.0,Hist Update: 10th Apr 2020
384,57.0,2020-03-26,India,Kerala,118,6.0,0.0,Hist Update: 10th Apr 2020
385,58.0,2020-03-27,India,Kerala,137,11.0,0.0,Hist Update: 10th Apr 2020
386,59.0,2020-03-28,India,Kerala,176,11.0,0.0,Hist Update: 10th Apr 2020
387,60.0,2020-03-29,India,Kerala,182,15.0,1.0,Hist Update: 10th Apr 2020
388,61.0,2020-03-30,India,Kerala,202,19.0,1.0,Hist Update: 10th Apr 2020
389,62.0,2020-03-31,India,Kerala,234,19.0,1.0,Hist Update: 10th Apr 2020
390,63.0,2020-04-01,India,Kerala,241,23.0,2.0,Hist Update: 10th Apr 2020
391,64.0,2020-04-02,India,Kerala,265,25.0,2.0,Hist Update: 10th Apr 2020
392,65.0,2020-04-03,India,Kerala,286,27.0,2.0,Hist Update: 10th Apr 2020
393,66.0,2020-04-04,India,Kerala,295,41.0,2.0,Hist Update: 10th Apr 2020
394,67.0,2020-04-05,India,Kerala,306,49.0,2.0,Hist Update: 10th Apr 2020
395,68.0,2020-04-06,India,Kerala,314,55.0,2.0,Hist Update: 10th Apr 2020
396,69.0,2020-04-07,India,Kerala,327,58.0,2.0,Hist Update: 10th Apr 2020
397,70.0,2020-04-08,India,Kerala,336,70.0,2.0,Hist Update: 10th Apr 2020
398,71.0,2020-04-09,India,Kerala,345,83.0,2.0,Hist Update: 10th Apr 2020
399,1.0,2020-03-07,India,Ladakh,2,0.0,0.0,Hist Update: 10th Apr 2020
400,2.0,2020-03-08,India,Ladakh,2,0.0,0.0,Hist Update: 10th Apr 2020
401,3.0,2020-03-09,India,Ladakh,2,0.0,0.0,Hist Update: 10th Apr 2020
402,4.0,2020-03-10,India,Ladakh,2,0.0,0.0,Hist Update: 10th Apr 2020
403,5.0,2020-03-11,India,Ladakh,2,0.0,0.0,Hist Update: 10th Apr 2020
404,6.0,2020-03-12,India,Ladakh,3,0.0,0.0,Hist Update: 10th Apr 2020
405,7.0,2020-03-13,India,Ladakh,3,0.0,0.0,Hist Update: 10th Apr 2020
406,8.0,2020-03-14,India,Ladakh,3,0.0,0.0,Hist Update: 10th Apr 2020
407,9.0,2020-03-15,India,Ladakh,3,0.0,0.0,Hist Update: 10th Apr 2020
408,10.0,2020-03-16,India,Ladakh,4,0.0,0.0,Hist Update: 10th Apr 2020
409,11.0,2020-03-17,India,Ladakh,6,0.0,0.0,Hist Update: 10th Apr 2020
410,12.0,2020-03-18,India,Ladakh,8,0.0,0.0,Hist Update: 10th Apr 2020
411,13.0,2020-03-19,India,Ladakh,8,0.0,0.0,Hist Update: 10th Apr 2020
412,14.0,2020-03-20,India,Ladakh,10,0.0,0.0,Hist Update: 10th Apr 2020
413,15.0,2020-03-21,India,Ladakh,13,0.0,0.0,Hist Update: 10th Apr 2020
414,16.0,2020-03-22,India,Ladakh,13,0.0,0.0,Hist Update: 10th Apr 2020
415,17.0,2020-03-23,India,Ladakh,13,0.0,0.0,Hist Update: 10th Apr 2020
416,18.0,2020-03-24,India,Ladakh,13,0.0,0.0,Hist Update: 10th Apr 2020
417,19.0,2020-03-25,India,Ladakh,13,0.0,0.0,Hist Update: 10th Apr 2020
418,20.0,2020-03-26,India,Ladakh,13,0.0,0.0,Hist Update: 10th Apr 2020
419,21.0,2020-03-27,India,Ladakh,13,3.0,0.0,Hist Update: 10th Apr 2020
420,22.0,2020-03-28,India,Ladakh,13,3.0,0.0,Hist Update: 10th Apr 2020
421,23.0,2020-03-29,India,Ladakh,13,3.0,0.0,Hist Update: 10th Apr 2020
422,24.0,2020-03-30,India,Ladakh,13,3.0,0.0,Hist Update: 10th Apr 2020
423,25.0,2020-03-31,India,Ladakh,13,3.0,0.0,Hist Update: 10th Apr 2020
424,26.0,2020-04-01,India,Ladakh,13,3.0,0.0,Hist Update: 10th Apr 2020
425,27.0,2020-04-02,India,Ladakh,13,3.0,0.0,Hist Update: 10th Apr 2020
426,28.0,2020-04-03,India,Ladakh,14,3.0,0.0,Hist Update: 10th Apr 2020
427,29.0,2020-04-04,India,Ladakh,14,3.0,0.0,Hist Update: 10th Apr 2020
428,30.0,2020-04-05,India,Ladakh,14,10.0,0.0,Hist Update: 10th Apr 2020
429,31.0,2020-04-06,India,Ladakh,14,10.0,0.0,Hist Update: 10th Apr 2020
430,32.0,2020-04-07,India,Ladakh,14,10.0,0.0,Hist Update: 10th Apr 2020
431,33.0,2020-04-08,India,Ladakh,14,10.0,0.0,Hist Update: 10th Apr 2020
432,34.0,2020-04-09,India,Ladakh,14,10.0,0.0,Hist Update: 10th Apr 2020
433,1.0,2020-03-21,India,Madhya Pradesh,4,0.0,0.0,Hist Update: 10th Apr 2020
434,2.0,2020-03-22,India,Madhya Pradesh,4,0.0,0.0,Hist Update: 10th Apr 2020
435,3.0,2020-03-23,India,Madhya Pradesh,6,0.0,0.0,Hist Update: 10th Apr 2020
436,4.0,2020-03-24,India,Madhya Pradesh,7,0.0,0.0,Hist Update: 10th Apr 2020
437,5.0,2020-03-25,India,Madhya Pradesh,14,0.0,0.0,Hist Update: 10th Apr 2020
438,6.0,2020-03-26,India,Madhya Pradesh,20,0.0,1.0,Hist Update: 10th Apr 2020
439,7.0,2020-03-27,India,Madhya Pradesh,20,0.0,1.0,Hist Update: 10th Apr 2020
440,8.0,2020-03-28,India,Madhya Pradesh,30,0.0,2.0,Hist Update: 10th Apr 2020
441,9.0,2020-03-29,India,Madhya Pradesh,30,0.0,2.0,Hist Update: 10th Apr 2020
442,10.0,2020-03-30,India,Madhya Pradesh,47,0.0,3.0,Hist Update: 10th Apr 2020
443,11.0,2020-03-31,India,Madhya Pradesh,47,0.0,3.0,Hist Update: 10th Apr 2020
444,12.0,2020-04-01,India,Madhya Pradesh,66,0.0,3.0,Hist Update: 10th Apr 2020
445,13.0,2020-04-02,India,Madhya Pradesh,99,0.0,6.0,Hist Update: 10th Apr 2020
446,14.0,2020-04-03,India,Madhya Pradesh,104,0.0,6.0,Hist Update: 10th Apr 2020
447,15.0,2020-04-04,India,Madhya Pradesh,104,0.0,6.0,Hist Update: 10th Apr 2020
448,16.0,2020-04-05,India,Madhya Pradesh,165,0.0,9.0,Hist Update: 10th Apr 2020
449,17.0,2020-04-06,India,Madhya Pradesh,165,0.0,9.0,Hist Update: 10th Apr 2020
450,18.0,2020-04-07,India,Madhya Pradesh,229,0.0,13.0,Hist Update: 10th Apr 2020
451,19.0,2020-04-08,India,Madhya Pradesh,229,0.0,13.0,Hist Update: 10th Apr 2020
452,20.0,2020-04-09,India,Madhya Pradesh,259,0.0,16.0,Hist Update: 10th Apr 2020
453,1.0,2020-03-09,India,Maharashtra,2,0.0,0.0,Hist Update: 10th Apr 2020
454,2.0,2020-03-10,India,Maharashtra,5,0.0,0.0,Hist Update: 10th Apr 2020
455,3.0,2020-03-11,India,Maharashtra,2,0.0,0.0,Hist Update: 10th Apr 2020
456,4.0,2020-03-12,India,Maharashtra,11,0.0,0.0,Hist Update: 10th Apr 2020
457,5.0,2020-03-13,India,Maharashtra,14,0.0,0.0,Hist Update: 10th Apr 2020
458,6.0,2020-03-14,India,Maharashtra,14,0.0,0.0,Hist Update: 10th Apr 2020
459,7.0,2020-03-15,India,Maharashtra,32,0.0,0.0,Hist Update: 10th Apr 2020
460,8.0,2020-03-16,India,Maharashtra,32,0.0,0.0,Hist Update: 10th Apr 2020
461,9.0,2020-03-17,India,Maharashtra,39,0.0,1.0,Hist Update: 10th Apr 2020
462,10.0,2020-03-18,India,Maharashtra,42,0.0,1.0,Hist Update: 10th Apr 2020
463,11.0,2020-03-19,India,Maharashtra,47,0.0,1.0,Hist Update: 10th Apr 2020
464,12.0,2020-03-20,India,Maharashtra,52,0.0,1.0,Hist Update: 10th Apr 2020
465,13.0,2020-03-21,India,Maharashtra,63,0.0,1.0,Hist Update: 10th Apr 2020
466,14.0,2020-03-22,India,Maharashtra,67,0.0,2.0,Hist Update: 10th Apr 2020
467,15.0,2020-03-23,India,Maharashtra,74,0.0,2.0,Hist Update: 10th Apr 2020
468,16.0,2020-03-24,India,Maharashtra,89,0.0,2.0,Hist Update: 10th Apr 2020
469,17.0,2020-03-25,India,Maharashtra,128,1.0,3.0,Hist Update: 10th Apr 2020
470,18.0,2020-03-26,India,Maharashtra,124,1.0,3.0,Hist Update: 10th Apr 2020
471,19.0,2020-03-27,India,Maharashtra,130,15.0,4.0,Hist Update: 10th Apr 2020
472,20.0,2020-03-28,India,Maharashtra,180,25.0,5.0,Hist Update: 10th Apr 2020
473,21.0,2020-03-29,India,Maharashtra,186,25.0,6.0,Hist Update: 10th Apr 2020
474,22.0,2020-03-30,India,Maharashtra,198,25.0,8.0,Hist Update: 10th Apr 2020
475,23.0,2020-03-31,India,Maharashtra,216,39.0,9.0,Hist Update: 10th Apr 2020
476,24.0,2020-04-01,India,Maharashtra,302,39.0,9.0,Hist Update: 10th Apr 2020
477,25.0,2020-04-02,India,Maharashtra,335,42.0,13.0,Hist Update: 10th Apr 2020
478,26.0,2020-04-03,India,Maharashtra,335,42.0,16.0,Hist Update: 10th Apr 2020
479,27.0,2020-04-04,India,Maharashtra,490,42.0,24.0,Hist Update: 10th Apr 2020
480,28.0,2020-04-05,India,Maharashtra,490,42.0,24.0,Hist Update: 10th Apr 2020
481,29.0,2020-04-06,India,Maharashtra,748,56.0,45.0,Hist Update: 10th Apr 2020
482,30.0,2020-04-07,India,Maharashtra,868,56.0,48.0,Hist Update: 10th Apr 2020
483,31.0,2020-04-08,India,Maharashtra,1018,79.0,64.0,Hist Update: 10th Apr 2020
484,32.0,2020-04-09,India,Maharashtra,1135,117.0,72.0,Hist Update: 10th Apr 2020
485,1.0,2020-03-24,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
486,2.0,2020-03-25,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
487,3.0,2020-03-26,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
488,4.0,2020-03-27,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
489,5.0,2020-03-28,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
490,6.0,2020-03-29,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
491,7.0,2020-03-30,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
492,8.0,2020-03-31,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
493,9.0,2020-04-01,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
494,10.0,2020-04-02,India,Manipur,1,0.0,0.0,Hist Update: 10th Apr 2020
495,11.0,2020-04-03,India,Manipur,2,0.0,0.0,Hist Update: 10th Apr 2020
496,12.0,2020-04-04,India,Manipur,2,0.0,0.0,Hist Update: 10th Apr 2020
497,13.0,2020-04-05,India,Manipur,2,0.0,0.0,Hist Update: 10th Apr 2020
498,14.0,2020-04-06,India,Manipur,2,0.0,0.0,Hist Update: 10th Apr 2020
499,15.0,2020-04-07,India,Manipur,2,0.0,0.0,Hist Update: 10th Apr 2020
500,16.0,2020-04-08,India,Manipur,2,0.0,0.0,Hist Update: 10th Apr 2020
501,17.0,2020-04-09,India,Manipur,2,1.0,0.0,Hist Update: 10th Apr 2020
502,1.0,2020-03-25,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
503,2.0,2020-03-26,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
504,3.0,2020-03-27,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
505,4.0,2020-03-28,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
506,5.0,2020-03-29,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
507,6.0,2020-03-30,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
508,7.0,2020-03-31,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
509,8.0,2020-04-01,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
510,9.0,2020-04-02,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
511,10.0,2020-04-03,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
512,11.0,2020-04-04,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
513,12.0,2020-04-05,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
514,13.0,2020-04-06,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
515,14.0,2020-04-07,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
516,15.0,2020-04-08,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
517,16.0,2020-04-09,India,Mizoram,1,0.0,0.0,Hist Update: 10th Apr 2020
518,1.0,2020-03-16,India,Odisha,1,0.0,0.0,Hist Update: 10th Apr 2020
519,2.0,2020-03-17,India,Odisha,1,0.0,0.0,Hist Update: 10th Apr 2020
520,3.0,2020-03-18,India,Odisha,1,0.0,0.0,Hist Update: 10th Apr 2020
521,4.0,2020-03-19,India,Odisha,1,0.0,0.0,Hist Update: 10th Apr 2020
522,5.0,2020-03-20,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
523,6.0,2020-03-21,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
524,7.0,2020-03-22,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
525,8.0,2020-03-23,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
526,9.0,2020-03-24,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
527,10.0,2020-03-25,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
528,11.0,2020-03-26,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
529,12.0,2020-03-27,India,Odisha,2,0.0,0.0,Hist Update: 10th Apr 2020
530,13.0,2020-03-28,India,Odisha,3,0.0,0.0,Hist Update: 10th Apr 2020
531,14.0,2020-03-29,India,Odisha,3,0.0,0.0,Hist Update: 10th Apr 2020
532,15.0,2020-03-30,India,Odisha,3,0.0,0.0,Hist Update: 10th Apr 2020
533,16.0,2020-03-31,India,Odisha,3,0.0,0.0,Hist Update: 10th Apr 2020
534,17.0,2020-04-01,India,Odisha,4,0.0,0.0,Hist Update: 10th Apr 2020
535,18.0,2020-04-02,India,Odisha,4,0.0,0.0,Hist Update: 10th Apr 2020
536,19.0,2020-04-03,India,Odisha,5,0.0,0.0,Hist Update: 10th Apr 2020
537,20.0,2020-04-04,India,Odisha,5,0.0,0.0,Hist Update: 10th Apr 2020
538,21.0,2020-04-05,India,Odisha,20,0.0,0.0,Hist Update: 10th Apr 2020
539,22.0,2020-04-06,India,Odisha,21,2.0,0.0,Hist Update: 10th Apr 2020
540,23.0,2020-04-07,India,Odisha,42,2.0,1.0,Hist Update: 10th Apr 2020
541,24.0,2020-04-08,India,Odisha,42,2.0,1.0,Hist Update: 10th Apr 2020
542,25.0,2020-04-09,India,Odisha,42,2.0,1.0,Hist Update: 10th Apr 2020
543,1.0,2020-03-18,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
544,2.0,2020-03-19,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
545,3.0,2020-03-20,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
546,4.0,2020-03-21,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
547,5.0,2020-03-22,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
548,6.0,2020-03-23,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
549,7.0,2020-03-24,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
550,8.0,2020-03-25,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
551,9.0,2020-03-26,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
552,10.0,2020-03-27,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
553,11.0,2020-03-28,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
554,12.0,2020-03-29,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
555,13.0,2020-03-30,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
556,14.0,2020-03-31,India,Puducherry,1,0.0,0.0,Hist Update: 10th Apr 2020
557,15.0,2020-04-01,India,Puducherry,3,1.0,0.0,Hist Update: 10th Apr 2020
558,16.0,2020-04-02,India,Puducherry,3,1.0,0.0,Hist Update: 10th Apr 2020
559,17.0,2020-04-03,India,Puducherry,5,1.0,0.0,Hist Update: 10th Apr 2020
560,18.0,2020-04-04,India,Puducherry,5,1.0,0.0,Hist Update: 10th Apr 2020
561,19.0,2020-04-05,India,Puducherry,5,1.0,0.0,Hist Update: 10th Apr 2020
562,20.0,2020-04-06,India,Puducherry,5,1.0,0.0,Hist Update: 10th Apr 2020
563,21.0,2020-04-07,India,Puducherry,5,1.0,0.0,Hist Update: 10th Apr 2020
564,22.0,2020-04-08,India,Puducherry,5,1.0,0.0,Hist Update: 10th Apr 2020
565,23.0,2020-04-09,India,Puducherry,5,1.0,0.0,Hist Update: 10th Apr 2020
566,1.0,2020-03-09,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
567,2.0,2020-03-10,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
568,3.0,2020-03-11,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
569,4.0,2020-03-12,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
570,5.0,2020-03-13,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
571,6.0,2020-03-14,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
572,7.0,2020-03-15,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
573,8.0,2020-03-16,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
574,9.0,2020-03-17,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
575,10.0,2020-03-18,India,Punjab,1,0.0,0.0,Hist Update: 10th Apr 2020
576,11.0,2020-03-19,India,Punjab,2,0.0,1.0,Hist Update: 10th Apr 2020
577,12.0,2020-03-20,India,Punjab,2,0.0,1.0,Hist Update: 10th Apr 2020
578,13.0,2020-03-21,India,Punjab,13,0.0,1.0,Hist Update: 10th Apr 2020
579,14.0,2020-03-22,India,Punjab,21,0.0,1.0,Hist Update: 10th Apr 2020
580,15.0,2020-03-23,India,Punjab,21,0.0,1.0,Hist Update: 10th Apr 2020
581,16.0,2020-03-24,India,Punjab,29,0.0,1.0,Hist Update: 10th Apr 2020
582,17.0,2020-03-25,India,Punjab,29,0.0,1.0,Hist Update: 10th Apr 2020
583,18.0,2020-03-26,India,Punjab,33,0.0,1.0,Hist Update: 10th Apr 2020
584,19.0,2020-03-27,India,Punjab,33,0.0,1.0,Hist Update: 10th Apr 2020
585,20.0,2020-03-28,India,Punjab,38,1.0,1.0,Hist Update: 10th Apr 2020
586,21.0,2020-03-29,India,Punjab,38,1.0,1.0,Hist Update: 10th Apr 2020
587,22.0,2020-03-30,India,Punjab,38,1.0,1.0,Hist Update: 10th Apr 2020
